method,dataset,profile_percentage,dispersion,SFD,kl_div_pool_profile,fair_representation,pNDKL,NDKL,avg_sat_10,avg_sat_20,avg_sat_30,avg_sat_40,avg_sat_50,result,pool_grp_cnts,profile_grp_cnts,consensusranking_grp_cnts
RAPF,synthetic-0.8,0.6,0.8,0.3580771299693819,0.31289858481091526,0.0,0.40699320648761433,0.1504842073671018,0.16266666666666665,0.30599999999999994,0.41933333333333334,0.5293333333333333,0.6213333333333333,"['2', '27', '0', '51', '28', '25', '3', '1', '54', '26', '4', '30', '7', '31', '11', '55', '34', '5', '52', '29']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 15, 'grp_4': 0}","{'grp_1': 8, 'grp_2': 8, 'grp_3': 4}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.8,0.6,0.8,0.2902255450194747,0.31289858481091526,0.0,0.9030551123746949,0.645486618156711,0.32666666666666666,0.6366666666666666,0.8666666666666667,0.9266666666666667,0.9266666666666667,"['0', '1', '2', '3', '4', '5', '6', '25', '26', '27', '28', '29', '30', '31', '50', '51', '52', '53', '54', '55']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 15, 'grp_4': 0}","{'grp_1': 7, 'grp_2': 7, 'grp_3': 6}"
PREFAIR,synthetic-0.8,0.6,0.8,0.0,0.31289858481091526,1.0,0.0,0.0,0.16666666666666663,0.16666666666666663,0.32666666666666666,0.32666666666666666,0.48333333333333334,"['0', '32', '55', '85', '1', '27', '54', '82', '2', '29', '52', '83', '14', '28', '53', '99', '8', '26', '51', '80']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 15, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.8,0.8,0.8,1.386289780208865,0.038024922044156376,0.0,1.386289780208865,0.0,0.25,0.3775,0.46,0.4875,0.645,"['0', '1', '2', '14', '8', '9', '11', '10', '7', '6', '5', '4', '3', '22', '19', '20', '18', '17', '16', '15']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 12}",{'grp_1': 20}
MC4,synthetic-0.8,0.8,0.8,1.386289780208865,0.038024922044156376,0.0,1.386289780208865,0.0,0.25,0.495,0.6325,0.8125,0.965,"['0', '2', '4', '1', '6', '8', '5', '7', '3', '9', '10', '12', '11', '14', '13', '16', '21', '15', '18', '20']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 12}",{'grp_1': 20}
BORDA,synthetic-0.8,0.8,0.8,1.386289780208865,0.038024922044156376,0.0,1.386289780208865,0.0,0.25,0.4975,0.725,0.8825,0.965,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 12}",{'grp_1': 20}
EPIRA,synthetic-0.8,0.8,0.8,0.38736268895865417,0.038024922044156376,0.07692307692307693,0.2551432249138594,0.2551432249138594,0.0,0.0,0.0,0.125,0.375,"['75', '50', '51', '25', '52', '26', '27', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 12}","{'grp_1': 13, 'grp_2': 3, 'grp_3': 3, 'grp_4': 1}"
RAPF,synthetic-0.8,0.8,0.8,0.14668623043990364,0.038024922044156376,0.14285714285714285,0.20100782221690996,0.20100782221690996,0.1,0.2375,0.24975,0.33675,0.41174999999999995,"['27', '51', '2', '0', '28', '54', '3', '55', '25', '1', '81', '52', '26', '50', '4', '30', '31', '7', '53', '11']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 12}","{'grp_1': 7, 'grp_2': 6, 'grp_3': 6, 'grp_4': 1}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.8,0.8,0.8,0.0,0.038024922044156376,1.0,0.703885550281976,0.703885550281976,0.25,0.4975,0.6175,0.6175,0.6175,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '77', '78', '79']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 12}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-0.8,0.8,0.8,0.0,0.038024922044156376,1.0,0.0,0.0,0.125,0.125,0.25,0.25,0.375,"['0', '32', '55', '81', '1', '27', '54', '80', '2', '29', '52', '79', '14', '28', '53', '78', '8', '26', '51', '76']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 12}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.8,1.0,0.8,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19999999999999996,0.30200000000000005,0.444,0.512,0.6880000000000002,"['0', '1', '2', '14', '8', '9', '11', '10', '7', '6', '5', '4', '3', '22', '19', '20', '18', '17', '16', '15']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
MC4,synthetic-0.8,1.0,0.8,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19999999999999996,0.3999999999999999,0.5760000000000001,0.754,0.9139999999999999,"['0', '2', '4', '1', '6', '8', '5', '7', '3', '9', '10', '12', '11', '14', '13', '16', '21', '15', '18', '20']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
BORDA,synthetic-0.8,1.0,0.8,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19999999999999996,0.3999999999999999,0.5960000000000001,0.7719999999999999,0.9139999999999999,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
EPIRA,synthetic-0.8,1.0,0.8,0.28040437584784794,0.0,0.16666666666666669,0.3639615643330878,0.3639615643330878,0.0,0.0,0.0,0.0,0.19999999999999996,"['75', '50', '51', '76', '25', '26', '52', '77', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 12, 'grp_2': 2, 'grp_3': 3, 'grp_4': 3}"
RAPF,synthetic-0.8,1.0,0.8,0.0,0.0,1.0,0.0,0.0,0.07999999999999999,0.09999999999999998,0.13999999999999996,0.19999999999999996,0.25,"['81', '51', '27', '2', '0', '75', '54', '28', '76', '55', '3', '25', '1', '77', '52', '26', '78', '50', '4', '30']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.8,1.0,0.8,0.0,0.0,1.0,0.703885550281976,0.703885550281976,0.19999999999999996,0.3999999999999999,0.5,0.5,0.5,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '77', '78', '79']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-0.8,1.0,0.8,0.0,0.0,1.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.30000000000000004,"['0', '32', '55', '81', '1', '27', '54', '80', '2', '29', '52', '79', '14', '28', '53', '78', '8', '26', '51', '76']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-1,0.2,1.0,1.386289780208865,1.386289780208865,0.0,1.386289780208865,0.0,0.85,0.85,0.93,1.0,1.0,"['0', '1', '5', '6', '4', '3', '2', '12', '11', '10', '9', '8', '7', '17', '16', '21', '15', '14', '13', '24']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 0, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
MC4,synthetic-1,0.2,1.0,1.386289780208865,1.386289780208865,0.0,1.386289780208865,0.0,0.85,0.94,0.94,1.0,1.0,"['0', '1', '4', '2', '6', '7', '3', '5', '8', '9', '10', '12', '11', '14', '13', '16', '20', '15', '18', '21']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 0, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-1,0.2,1.0,1.386289780208865,1.386289780208865,0.0,1.386289780208865,0.0,0.85,0.98,1.0,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 0, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-1,0.2,1.0,1.386289780208865,1.386289780208865,0.0,1.386289780208865,0.0,0.85,0.98,1.0,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 0, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
RAPF,synthetic-1,0.2,1.0,1.3862897802088647,1.3862897802088647,0.0,1.3862897802088647,0.0,0.7449999999999999,0.953,0.992,0.994,1.0,"['0', '1', '5', '2', '7', '4', '8', '6', '3', '11', '9', '10', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 0, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BALANCED-COMMITTEE-ELECTION,synthetic-1,0.2,1.0,1.386289780208865,1.386289780208865,0.0,1.386289780208865,0.0,0.85,0.98,1.0,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 0, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
PREFAIR,synthetic-1,0.2,1.0,0.0,1.386289780208865,1.0,0.0,0.0,0.45,0.45,0.85,0.85,0.85,"['0', '35', '55', '85', '1', '28', '71', '75', '5', '29', '73', '93', '6', '45', '66', '80', '4', '47', '72', '78']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 0, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-1,0.4,1.0,1.1877759439701006,0.6993297755494337,0.0,1.3602437569378854,0.6805160006498937,0.495,0.54,0.78,0.995,0.995,"['0', '1', '5', '6', '4', '3', '2', '12', '11', '10', '9', '8', '7', '17', '16', '21', '15', '14', '13', '27']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 20, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 19, 'grp_2': 1}"
MC4,synthetic-1,0.4,1.0,1.386289780208865,0.6993297755494337,0.0,1.386289780208865,0.0,0.495,0.8,0.825,1.0,1.0,"['0', '1', '4', '2', '6', '7', '3', '5', '8', '9', '10', '12', '11', '14', '13', '16', '20', '15', '18', '21']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 20, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-1,0.4,1.0,1.386289780208865,0.6993297755494337,0.0,1.386289780208865,0.0,0.495,0.86,0.975,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 20, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-1,0.4,1.0,1.0612082778324712,0.6993297755494337,0.0,0.8567784261259407,0.29557606423163774,0.0,0.495,0.86,0.975,1.0,"['25', '26', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 20, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 18, 'grp_2': 2}"
RAPF,synthetic-1,0.4,1.0,0.7388447049233102,0.6993297755494335,0.0,0.7349675677873874,0.1823139848604532,0.479,0.552,0.7060000000000001,0.8779999999999999,0.9525,"['0', '1', '26', '27', '5', '25', '2', '7', '28', '4', '8', '6', '3', '30', '11', '33', '9', '10', '29', '12']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 20, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 13, 'grp_2': 7}"
BALANCED-COMMITTEE-ELECTION,synthetic-1,0.4,1.0,0.6931441728290634,0.6993297755494337,0.0,1.1223063761686976,0.47838571093150956,0.495,0.86,0.975,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 20, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 10, 'grp_2': 10}"
PREFAIR,synthetic-1,0.4,1.0,0.0,0.6993297755494337,1.0,0.0,0.0,0.25,0.25,0.495,0.495,0.52,"['0', '30', '55', '85', '1', '28', '71', '75', '5', '27', '73', '93', '6', '26', '66', '80', '4', '25', '72', '78']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 20, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-1,0.6,1.0,1.1877759439701006,0.31945030951595915,0.0,1.3602437569378854,0.6805160006498937,0.33333333333333326,0.49666666666666665,0.8033333333333335,0.9666666666666666,0.9666666666666666,"['0', '1', '5', '6', '4', '3', '2', '12', '11', '10', '9', '8', '7', '17', '16', '21', '15', '14', '13', '27']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 14, 'grp_4': 0}","{'grp_1': 19, 'grp_2': 1}"
MC4,synthetic-1,0.6,1.0,1.386289780208865,0.31945030951595915,0.0,1.386289780208865,0.0,0.33333333333333326,0.6499999999999999,0.73,0.9966666666666667,1.0,"['0', '1', '4', '2', '6', '7', '3', '5', '8', '9', '10', '12', '11', '14', '13', '16', '20', '15', '18', '21']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 14, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-1,0.6,1.0,1.386289780208865,0.31945030951595915,0.0,1.386289780208865,0.0,0.33333333333333326,0.6499999999999999,0.9166666666666667,0.9966666666666667,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 14, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-1,0.6,1.0,0.6988569640395405,0.31945030951595915,0.0,0.654484244837576,0.31723754073591115,0.0,0.0,0.33333333333333326,0.6499999999999999,0.9166666666666667,"['50', '25', '26', '27', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '28', '14']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 14, 'grp_4': 0}","{'grp_1': 15, 'grp_2': 4, 'grp_3': 1}"
RAPF,synthetic-1,0.6,1.0,0.3625278696909525,0.3194503095159592,0.0,0.3668195582506944,0.16154958183017537,0.16633333333333328,0.33133333333333326,0.42799999999999994,0.4936666666666666,0.6306666666666666,"['0', '26', '1', '50', '27', '5', '51', '25', '28', '2', '7', '30', '52', '4', '33', '8', '29', '6', '31', '3']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 14, 'grp_4': 0}","{'grp_1': 9, 'grp_2': 8, 'grp_3': 3}"
BALANCED-COMMITTEE-ELECTION,synthetic-1,0.6,1.0,0.2902255450194747,0.31945030951595915,0.0,0.9030551123746949,0.645486618156711,0.33333333333333326,0.6499999999999999,0.9166666666666667,0.9666666666666666,0.9666666666666666,"['0', '1', '2', '3', '4', '5', '6', '25', '26', '27', '28', '29', '30', '31', '50', '51', '52', '53', '54', '55']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 14, 'grp_4': 0}","{'grp_1': 7, 'grp_2': 7, 'grp_3': 6}"
PREFAIR,synthetic-1,0.6,1.0,0.0,0.31945030951595915,1.0,0.0,0.0,0.16666666666666663,0.16666666666666663,0.33333333333333326,0.33333333333333326,0.44666666666666666,"['0', '30', '52', '99', '1', '28', '53', '81', '5', '27', '51', '88', '6', '26', '50', '82', '4', '25', '60', '85']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 14, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-1,0.8,1.0,1.1877759439701006,0.06489072105688402,0.0,1.3602437569378854,0.6805160006498937,0.25,0.4825,0.73,0.855,0.865,"['0', '1', '5', '6', '4', '3', '2', '12', '11', '10', '9', '8', '7', '17', '16', '21', '15', '14', '13', '27']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 9}","{'grp_1': 19, 'grp_2': 1}"
MC4,synthetic-1,0.8,1.0,1.386289780208865,0.06489072105688402,0.0,1.386289780208865,0.0,0.25,0.4975,0.69,0.9325,0.9875,"['0', '1', '4', '2', '6', '7', '3', '5', '8', '9', '10', '12', '11', '14', '13', '16', '20', '15', '18', '21']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 9}",{'grp_1': 20}
BORDA,synthetic-1,0.8,1.0,1.386289780208865,0.06489072105688402,0.0,1.386289780208865,0.0,0.25,0.495,0.74,0.9325,0.9875,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 9}",{'grp_1': 20}
EPIRA,synthetic-1,0.8,1.0,0.9918949026982464,0.06489072105688402,0.0,0.6608139283877504,0.35576732652015947,0.0,0.25,0.495,0.74,0.9325,"['50', '75', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 9}","{'grp_1': 18, 'grp_3': 1, 'grp_4': 1}"
RAPF,synthetic-1,0.8,1.0,0.14668623043990364,0.06489072105688401,0.14285714285714285,0.1907924881436402,0.1907924881436402,0.1125,0.23700000000000002,0.24924999999999997,0.28550000000000003,0.3835,"['0', '50', '26', '1', '77', '51', '27', '52', '5', '25', '53', '2', '28', '7', '54', '30', '33', '57', '4', '8']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 9}","{'grp_1': 7, 'grp_2': 6, 'grp_3': 6, 'grp_4': 1}"
BALANCED-COMMITTEE-ELECTION,synthetic-1,0.8,1.0,0.0,0.06489072105688402,1.0,0.703885550281976,0.703885550281976,0.25,0.495,0.62,0.62,0.62,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '77', '78', '79']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 9}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-1,0.8,1.0,0.0,0.06489072105688402,1.0,0.0,0.0,0.125,0.125,0.25,0.25,0.37,"['0', '30', '52', '78', '1', '28', '53', '77', '5', '27', '51', '76', '6', '26', '50', '75', '4', '25', '60', '83']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 9}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-1,1.0,1.0,1.1877759439701006,0.0,0.0,1.3602437569378854,0.6805160006498937,0.19999999999999996,0.39599999999999996,0.5960000000000001,0.7080000000000001,0.75,"['0', '1', '5', '6', '4', '3', '2', '12', '11', '10', '9', '8', '7', '17', '16', '21', '15', '14', '13', '27']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 19, 'grp_2': 1}"
MC4,synthetic-1,1.0,1.0,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19999999999999996,0.3999999999999999,0.5920000000000001,0.7899999999999998,0.9460000000000001,"['0', '1', '4', '2', '6', '7', '3', '5', '8', '9', '10', '12', '11', '14', '13', '16', '20', '15', '18', '21']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
BORDA,synthetic-1,1.0,1.0,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19999999999999996,0.3999999999999999,0.5980000000000001,0.7899999999999998,0.9460000000000001,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
EPIRA,synthetic-1,1.0,1.0,0.28040437584784794,0.0,0.16666666666666669,0.3639615643330878,0.3639615643330878,0.0,0.0,0.0,0.0,0.19999999999999996,"['75', '50', '51', '76', '25', '26', '52', '77', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 12, 'grp_2': 2, 'grp_3': 3, 'grp_4': 3}"
RAPF,synthetic-1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.08999999999999998,0.09999999999999998,0.17999999999999997,0.19999999999999996,0.2298,"['0', '77', '50', '26', '1', '78', '51', '27', '75', '52', '5', '25', '2', '76', '53', '28', '79', '7', '54', '30']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
BALANCED-COMMITTEE-ELECTION,synthetic-1,1.0,1.0,0.0,0.0,1.0,0.703885550281976,0.703885550281976,0.19999999999999996,0.3999999999999999,0.5,0.5,0.5,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '77', '78', '79']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.29800000000000004,"['0', '30', '52', '78', '1', '28', '53', '77', '5', '27', '51', '76', '6', '26', '50', '75', '4', '25', '60', '86']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
