method,dataset,profile_percentage,dispersion,SFD,kl_div_pool_profile,fair_representation,pNDKL,NDKL,avg_sat_10,avg_sat_20,avg_sat_30,avg_sat_40,avg_sat_50,result,pool_grp_cnts,profile_grp_cnts,consensusranking_grp_cnts
STV,synthetic-0.8,0.8,0.8,0.8858888852221218,0.038024922044156376,0.0,1.189194704755508,0.5398879845854183,0.25,0.3775,0.46,0.4875,0.4875,"['0', '1', '2', '14', '8', '9', '11', '10', '22', '19', '28', '25', '16', '12', '15', '17', '18', '26', '6', '34']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 12}","{'grp_1': 16, 'grp_2': 4}"
MC4,synthetic-0.8,0.8,0.8,1.386289780208865,0.038024922044156376,0.0,1.386289780208865,0.0,0.25,0.495,0.6325,0.8125,0.965,"['0', '2', '4', '1', '6', '8', '5', '7', '3', '9', '10', '12', '11', '14', '13', '16', '21', '15', '18', '20']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 12}",{'grp_1': 20}
BORDA,synthetic-0.8,0.8,0.8,1.386289780208865,0.038024922044156376,0.0,1.386289780208865,0.0,0.25,0.4975,0.725,0.8825,0.965,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 12}",{'grp_1': 20}
EPIRA,synthetic-0.8,0.8,0.8,1.386289780208865,0.038024922044156376,0.0,1.386289780208865,0.0,0.25,0.4975,0.725,0.8825,0.965,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 12}",{'grp_1': 20}
RAPF,synthetic-0.8,0.8,0.8,0.14668623043990364,0.038024922044156376,0.14285714285714285,0.1907924881436402,0.1907924881436402,0.125,0.225,0.24924999999999997,0.34875,0.38625,"['1', '26', '50', '0', '75', '52', '25', '53', '27', '2', '54', '30', '3', '51', '4', '33', '32', '7', '56', '57']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 12}","{'grp_1': 6, 'grp_2': 6, 'grp_3': 7, 'grp_4': 1}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.8,0.8,0.8,0.0,0.038024922044156376,1.0,0.703885550281976,0.703885550281976,0.25,0.4975,0.6175,0.6175,0.6175,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '77', '78', '79']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 12}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-0.8,0.8,0.8,0.0,0.038024922044156376,1.0,0.0,0.0,0.125,0.125,0.25,0.25,0.375,"['0', '79', '54', '26', '1', '78', '53', '27', '2', '77', '52', '28', '14', '76', '51', '29', '8', '75', '50', '32']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 12}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.8,1.0,0.8,0.8858888852221218,0.0,0.0,1.189194704755508,0.5398879845854183,0.19999999999999996,0.30200000000000005,0.444,0.512,0.512,"['0', '1', '2', '14', '8', '9', '11', '10', '22', '19', '28', '25', '16', '12', '15', '17', '18', '26', '6', '34']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 16, 'grp_2': 4}"
MC4,synthetic-0.8,1.0,0.8,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19999999999999996,0.3999999999999999,0.5760000000000001,0.754,0.9139999999999999,"['0', '2', '4', '1', '6', '8', '5', '7', '3', '9', '10', '12', '11', '14', '13', '16', '21', '15', '18', '20']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
BORDA,synthetic-0.8,1.0,0.8,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19999999999999996,0.3999999999999999,0.5960000000000001,0.7719999999999999,0.9139999999999999,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
EPIRA,synthetic-0.8,1.0,0.8,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19999999999999996,0.3999999999999999,0.5960000000000001,0.7719999999999999,0.9139999999999999,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
RAPF,synthetic-0.8,1.0,0.8,0.0,0.0,1.0,0.0,0.0,0.07999999999999999,0.09999999999999998,0.15999999999999998,0.19999999999999996,0.25,"['0', '75', '51', '26', '1', '77', '52', '25', '76', '54', '3', '27', '78', '7', '55', '28', '81', '53', '4', '29']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.8,1.0,0.8,0.0,0.0,1.0,0.703885550281976,0.703885550281976,0.19999999999999996,0.3999999999999999,0.5,0.5,0.5,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '77', '78', '79']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-0.8,1.0,0.8,0.0,0.0,1.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.30000000000000004,"['0', '79', '54', '26', '1', '78', '53', '27', '2', '77', '52', '28', '14', '76', '51', '29', '8', '75', '50', '32']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-1,0.2,1.0,1.386289780208865,1.386289780208865,0.0,1.386289780208865,0.0,0.85,0.85,0.85,0.85,0.85,"['0', '1', '5', '6', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '3', '4', '7', '8', '9']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 0, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
MC4,synthetic-1,0.2,1.0,1.386289780208865,1.386289780208865,0.0,1.386289780208865,0.0,0.85,0.94,0.94,1.0,1.0,"['0', '1', '4', '2', '6', '7', '3', '5', '8', '9', '10', '12', '11', '14', '13', '16', '20', '15', '18', '21']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 0, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-1,0.2,1.0,1.386289780208865,1.386289780208865,0.0,1.386289780208865,0.0,0.85,0.98,1.0,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 0, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-1,0.2,1.0,1.386289780208865,1.386289780208865,0.0,1.386289780208865,0.0,0.85,0.98,1.0,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 0, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
RAPF,synthetic-1,0.2,1.0,1.3862897802088647,1.3862897802088647,0.0,1.3862897802088647,0.0,0.817,0.942,0.994,1.0,1.0,"['0', '1', '4', '5', '2', '3', '6', '7', '8', '9', '11', '10', '15', '13', '14', '12', '16', '17', '22', '20']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 0, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BALANCED-COMMITTEE-ELECTION,synthetic-1,0.2,1.0,1.386289780208865,1.386289780208865,0.0,1.386289780208865,0.0,0.85,0.98,1.0,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 0, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
PREFAIR,synthetic-1,0.2,1.0,0.0,1.386289780208865,1.0,0.0,0.0,0.45,0.45,0.85,0.85,0.85,"['0', '93', '47', '73', '1', '85', '45', '72', '5', '80', '35', '71', '6', '78', '29', '66', '3', '75', '28', '55']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 0, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-1,0.4,1.0,1.386289780208865,0.6993297755494337,0.0,1.386289780208865,0.0,0.495,0.54,0.54,0.54,0.54,"['0', '1', '5', '6', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '3', '4', '7', '8', '9']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 20, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
MC4,synthetic-1,0.4,1.0,1.386289780208865,0.6993297755494337,0.0,1.386289780208865,0.0,0.495,0.8,0.825,1.0,1.0,"['0', '1', '4', '2', '6', '7', '3', '5', '8', '9', '10', '12', '11', '14', '13', '16', '20', '15', '18', '21']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 20, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-1,0.4,1.0,1.386289780208865,0.6993297755494337,0.0,1.386289780208865,0.0,0.495,0.86,0.975,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 20, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-1,0.4,1.0,1.386289780208865,0.6993297755494337,0.0,1.386289780208865,0.0,0.495,0.86,0.975,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 20, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
RAPF,synthetic-1,0.4,1.0,0.7388447049233102,0.6993297755494335,0.0,0.7187626899265949,0.17306492836846987,0.492,0.5165000000000001,0.6965,0.8494999999999999,0.9264999999999999,"['0', '1', '26', '27', '5', '25', '2', '7', '28', '4', '8', '6', '3', '30', '11', '33', '9', '10', '29', '12']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 20, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 13, 'grp_2': 7}"
BALANCED-COMMITTEE-ELECTION,synthetic-1,0.4,1.0,0.6931441728290634,0.6993297755494337,0.0,1.1223063761686976,0.47838571093150956,0.495,0.86,0.975,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 20, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 10, 'grp_2': 10}"
PREFAIR,synthetic-1,0.4,1.0,0.0,0.6993297755494337,1.0,0.0,0.0,0.25,0.25,0.495,0.495,0.52,"['0', '93', '73', '29', '1', '85', '72', '28', '5', '80', '71', '27', '6', '78', '66', '26', '3', '75', '55', '25']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 20, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-1,0.6,1.0,1.386289780208865,0.31945030951595915,0.0,1.386289780208865,0.0,0.33333333333333326,0.49666666666666665,0.49666666666666665,0.49666666666666665,0.49666666666666665,"['0', '1', '5', '6', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '3', '4', '7', '8', '9']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 14, 'grp_4': 0}",{'grp_1': 20}
MC4,synthetic-1,0.6,1.0,1.386289780208865,0.31945030951595915,0.0,1.386289780208865,0.0,0.33333333333333326,0.6499999999999999,0.73,0.9966666666666667,1.0,"['0', '1', '4', '2', '6', '7', '3', '5', '8', '9', '10', '12', '11', '14', '13', '16', '20', '15', '18', '21']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 14, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-1,0.6,1.0,1.386289780208865,0.31945030951595915,0.0,1.386289780208865,0.0,0.33333333333333326,0.6499999999999999,0.9166666666666667,0.9966666666666667,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 14, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-1,0.6,1.0,1.386289780208865,0.31945030951595915,0.0,1.386289780208865,0.0,0.33333333333333326,0.6499999999999999,0.9166666666666667,0.9966666666666667,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 14, 'grp_4': 0}",{'grp_1': 20}
RAPF,synthetic-1,0.6,1.0,0.3669786094125231,0.3194503095159592,0.0,0.35421824303971833,0.17534078041379367,0.1666666666666666,0.33199999999999996,0.42533333333333323,0.4906666666666667,0.65,"['1', '26', '0', '50', '25', '28', '51', '2', '4', '31', '5', '30', '52', '33', '3', '6', '27', '7', '29', '10']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 14, 'grp_4': 0}","{'grp_1': 9, 'grp_2': 8, 'grp_3': 3}"
BALANCED-COMMITTEE-ELECTION,synthetic-1,0.6,1.0,0.2902255450194747,0.31945030951595915,0.0,0.9030551123746949,0.645486618156711,0.33333333333333326,0.6499999999999999,0.9166666666666667,0.9666666666666666,0.9666666666666666,"['0', '1', '2', '3', '4', '5', '6', '25', '26', '27', '28', '29', '30', '31', '50', '51', '52', '53', '54', '55']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 14, 'grp_4': 0}","{'grp_1': 7, 'grp_2': 7, 'grp_3': 6}"
PREFAIR,synthetic-1,0.6,1.0,0.0,0.31945030951595915,1.0,0.0,0.0,0.16666666666666663,0.16666666666666663,0.33333333333333326,0.33333333333333326,0.44666666666666666,"['0', '93', '54', '29', '1', '85', '53', '28', '5', '80', '52', '27', '6', '78', '51', '26', '3', '75', '50', '25']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 14, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-1,0.8,1.0,1.386289780208865,0.06489072105688402,0.0,1.386289780208865,0.0,0.25,0.4825,0.4925,0.495,0.495,"['0', '1', '5', '6', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '3', '4', '7', '8', '9']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 9}",{'grp_1': 20}
MC4,synthetic-1,0.8,1.0,1.386289780208865,0.06489072105688402,0.0,1.386289780208865,0.0,0.25,0.4975,0.69,0.9325,0.9875,"['0', '1', '4', '2', '6', '7', '3', '5', '8', '9', '10', '12', '11', '14', '13', '16', '20', '15', '18', '21']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 9}",{'grp_1': 20}
BORDA,synthetic-1,0.8,1.0,1.386289780208865,0.06489072105688402,0.0,1.386289780208865,0.0,0.25,0.495,0.74,0.9325,0.9875,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 9}",{'grp_1': 20}
EPIRA,synthetic-1,0.8,1.0,1.386289780208865,0.06489072105688402,0.0,1.386289780208865,0.0,0.25,0.495,0.74,0.9325,0.9875,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 9}",{'grp_1': 20}
RAPF,synthetic-1,0.8,1.0,0.14668623043990364,0.06489072105688401,0.14285714285714285,0.20418649294114152,0.20418649294114152,0.125,0.21225,0.24900000000000003,0.274,0.39749999999999996,"['0', '25', '50', '1', '75', '52', '28', '51', '26', '2', '55', '30', '3', '7', '53', '33', '27', '54', '4', '5']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 9}","{'grp_1': 7, 'grp_2': 6, 'grp_3': 6, 'grp_4': 1}"
BALANCED-COMMITTEE-ELECTION,synthetic-1,0.8,1.0,0.0,0.06489072105688402,1.0,0.703885550281976,0.703885550281976,0.25,0.495,0.62,0.62,0.62,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '77', '78', '79']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 9}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-1,0.8,1.0,0.0,0.06489072105688402,1.0,0.0,0.0,0.125,0.125,0.25,0.25,0.37,"['0', '79', '54', '29', '1', '78', '53', '28', '5', '77', '52', '27', '6', '76', '51', '26', '3', '75', '50', '25']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 9}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-1,1.0,1.0,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19999999999999996,0.39599999999999996,0.43799999999999994,0.44999999999999996,0.44999999999999996,"['0', '1', '5', '6', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '3', '4', '7', '8', '9']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
MC4,synthetic-1,1.0,1.0,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19999999999999996,0.3999999999999999,0.5920000000000001,0.7899999999999998,0.9460000000000001,"['0', '1', '4', '2', '6', '7', '3', '5', '8', '9', '10', '12', '11', '14', '13', '16', '20', '15', '18', '21']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
BORDA,synthetic-1,1.0,1.0,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19999999999999996,0.3999999999999999,0.5980000000000001,0.7899999999999998,0.9460000000000001,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
EPIRA,synthetic-1,1.0,1.0,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19999999999999996,0.3999999999999999,0.5980000000000001,0.7899999999999998,0.9460000000000001,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
RAPF,synthetic-1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.16999999999999998,0.19999999999999996,0.21999999999999997,"['1', '76', '50', '25', '0', '75', '53', '26', '77', '52', '3', '27', '2', '78', '51', '28', '80', '56', '4', '29']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
BALANCED-COMMITTEE-ELECTION,synthetic-1,1.0,1.0,0.0,0.0,1.0,0.703885550281976,0.703885550281976,0.19999999999999996,0.3999999999999999,0.5,0.5,0.5,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '77', '78', '79']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.19999999999999996,0.19999999999999996,0.29800000000000004,"['0', '79', '54', '29', '1', '78', '53', '28', '5', '77', '52', '27', '6', '76', '51', '26', '3', '75', '50', '25']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
